"FAQ_3","FAQ_1","FAQ_2"
"Free Trading Competitions Industry Leading Dashboard Trade Stocks & more Tailored Accounts at Checkout Over 300 Symbols To Trade Exclusive Discounts For Our Traders Over 15+ Payout Options Trading Platform 4 & Trading Platform 5","Up to $400,000 starting capital First Withdrawal On Demand Unlimited Days Available Up to 90% Performance Split EAs Allowed Backed by a Broker Bi-weekly Payouts Available No Consistency Rules","No SL Required Hold Over Weekend Scale up $4,000,000 Performance Protect Instant Credentials For Phase 1 & 2 100% Refund Martingale & Grid Allowed Choose Between All-in & Raw Pricing"
